,tensione,count_rate
0,1500,0.0
1,1550,0.0
2,1600,0.03333333333333333
3,1650,0.1
4,1700,0.08333333333333333
5,1750,0.25
6,1800,1.1333333333333333
7,1850,2.4166666666666665
8,1900,9.683333333333334
9,1950,39.28333333333333
10,2000,144.35
