,tensione,count_rate
0,1000,0.0
1,1100,0.0
2,1200,0.0
3,1300,0.06666666666666667
4,1350,0.26666666666666666
5,1400,0.8666666666666667
6,1450,1.9166666666666667
7,1500,3.716666666666667
8,1550,4.8
9,1600,6.966666666666667
10,1650,9.316666666666666
11,1700,11.483333333333333
12,1750,16.066666666666666
13,1800,25.35
14,1850,44.13333333333333
15,1900,83.53333333333333
16,1953,156.68333333333334
