,tensione,count_rate
0,1000,0.0
1,1100,0.0
2,1200,0.0
3,1300,0.0
4,1350,0.016666666666666666
5,1400,0.1
6,1450,0.38333333333333336
7,1500,0.7
8,1550,1.55
9,1600,3.0833333333333335
10,1650,4.033333333333333
11,1700,5.766666666666667
12,1750,8.083333333333334
13,1800,10.9
14,1850,13.883333333333333
15,1900,22.066666666666666
16,1950,37.71666666666667
